station_name,available_bikes
BIKE 222573,1
BIKE 222840,1
BIKE 221247,1
BIKE 221604,1
BIKE 220356,1
BIKE 220955,1
BIKE 222449,1
BIKE 221060,1
BIKE 221596,1
BIKE 223497,1
BIKE 222567,1
BIKE 221404,1
BIKE 222591,1
BIKE 222428,1
BIKE 220342,1
BIKE 222695,1
BIKE 221779,1
BIKE 221476,1
BIKE 221468,1
BIKE 222525,1
BIKE 222799,1
BIKE 221969,1
BIKE 220679,1
BIKE 222162,1
BIKE 223481,1
BIKE 223140,1
BIKE 222967,1
BIKE 221752,1
BIKE 220948,1
BIKE 220944,1
BIKE 220012,1
BIKE 222442,1
BIKE 222196,1
BIKE 220727,1
BIKE 223139,1
BIKE 223361,1
BIKE 220829,1
BIKE 220452,1
BIKE 223114,1
BIKE 223503,1
BIKE 222054,1
BIKE 223469,1
BIKE 221130,1
BIKE 221119,1
BIKE 221514,1
BIKE 220792,1
BIKE 223084,1
BIKE 222988,1
BIKE 222227,1
BIKE 223550,1
BIKE 221900,1
BIKE 222397,1
BIKE 221878,1
BIKE 222254,1
BIKE 223245,1
BIKE 222752,1
BIKE 221485,1
BIKE 220964,1
BIKE 221693,1
BIKE 223222,1
BIKE 223541,1
BIKE 223488,1
BIKE 223500,1
BIKE 223465,1
BIKE 222090,1
BIKE 220462,1
BIKE 222325,1
BIKE 220721,1
BIKE 222577,1
BIKE 221715,1
BIKE 220626,1
BIKE 220625,1
BIKE 222190,1
BIKE 222595,1
BIKE 222533,1
BIKE 220590,1
BIKE 221439,1
BIKE 221272,1
BIKE 223436,1
BIKE 221028,1
BIKE 220900,1
BIKE 220643,1
BIKE 220057,1
BIKE 220040,1
BIKE 221023,1
BIKE 220095,1
BIKE 221730,1
BIKE 222043,1
BIKE 221209,1
BIKE 221010,1
BIKE 220738,1
BIKE 221580,1
BIKE 223189,1
BIKE 223482,1
BIKE 220327,1
BIKE 222464,1
BIKE 220895,1
BIKE 223399,1
BIKE 221651,1
BIKE 222627,1
BIKE 222650,1
BIKE 220923,1
BIKE 220661,1
BIKE 222744,1
BIKE 221835,1
BIKE 222926,1
BIKE 221960,1
BIKE 222515,1
BIKE 220091,1
BIKE 221182,1
BIKE 220429,1
BIKE 222356,1
BIKE 222825,1
BIKE 221362,1
BIKE 223530,1
BIKE 221939,1
BIKE 222431,1
BIKE 220196,1
BIKE 222420,1
BIKE 222657,1
BIKE 220485,1
BIKE 222189,1
BIKE 221051,1
BIKE 221397,1
BIKE 501279,1
BIKE 220396,1
BIKE 223046,1
BIKE 221273,1
BIKE 220999,1
BIKE 222970,1
BIKE 222416,1
BIKE 223129,1
BIKE 221729,1
BIKE 220008,1
BIKE 223443,1
BIKE 222828,1
BIKE 220849,1
BIKE 222210,1
BIKE 222974,1
BIKE 220820,1
BIKE 220530,1
BIKE 222188,1
BIKE 222384,1
BIKE 220090,1
BIKE 220782,1
BIKE 221901,1
BIKE 222260,1
BIKE 221205,1
BIKE 221843,1
BIKE 222296,1
BIKE 221946,1
BIKE 223291,1
BIKE 221440,1
BIKE 220081,1
BIKE 220143,1
BIKE 222182,1
BIKE 220227,1
BIKE 220240,1
BIKE 223368,1
BIKE 220060,1
BIKE 221438,1
BIKE 222383,1
BIKE 222486,1
BIKE 221958,1
BIKE 223520,1
BIKE 222991,1
BIKE 223451,1
BIKE 223033,1
BIKE 221436,1
BIKE 221177,1
BIKE 223095,1
BIKE 220746,1
BIKE 223112,1
BIKE 222620,1
BIKE 223195,1
BIKE 220397,1
BIKE 222522,1
BIKE 220536,1
BIKE 220469,1
BIKE 220438,1
BIKE 221565,1
BIKE 222866,1
BIKE 222554,1
BIKE 220984,1
BIKE 221451,1
BIKE 222579,1
BIKE 221500,1
BIKE 222322,1
BIKE 220753,1
BIKE 221375,1
BIKE 222846,1
BIKE 221999,1
BIKE 221571,1
BIKE 221647,1
BIKE 221632,1
BIKE 221415,1
BIKE 222220,1
BIKE 221543,1
BIKE 221183,1
BIKE 223344,1
BIKE 221940,1
BIKE 221795,1
BIKE 220905,1
BIKE 221876,1
BIKE 220276,1
BIKE 222320,1
BIKE 223347,1
BIKE 222009,1
BIKE 220976,1
BIKE 222715,1
BIKE 221634,1
BIKE 222291,1
BIKE 220848,1
BIKE 223335,1
BIKE 222061,1
BIKE 223141,1
BIKE 221135,1
BIKE 222376,1
BIKE 221717,1
BIKE 222923,1
BIKE 221625,1
BIKE 221126,1
BIKE 222603,1
BIKE 221933,1
BIKE 223419,1
BIKE 221396,1
BIKE 221480,1
BIKE 223416,1
BIKE 220918,1
BIKE 222392,1
BIKE 221394,1
BIKE 221111,1
BIKE 221056,1
BIKE 221994,1
BIKE 220839,1
BIKE 220650,1
BIKE 223342,1
BIKE 221978,1
BIKE 223504,1
BIKE 221266,1
BIKE 222135,1
BIKE 220037,1
BIKE 221860,1
BIKE 221824,1
BIKE 222506,1
BIKE 220174,1
BIKE 220098,1
BIKE 223439,1
BIKE 221613,1
BIKE 220889,1
BIKE 220140,1
BIKE 220232,1
BIKE 221212,1
BIKE 220251,1
BIKE 220078,1
BIKE 220553,1
BIKE 223069,1
BIKE 221065,1
BIKE 222963,1
BIKE 223539,1
BIKE 222704,1
BIKE 222818,1
BIKE 222460,1
BIKE 223075,1
BIKE 222528,1
BIKE 221293,1
BIKE 222147,1
BIKE 221506,1
BIKE 222954,1
BIKE 222208,1
BIKE 222582,1
BIKE 222276,1
BIKE 220361,1
BIKE 221581,1
BIKE 220067,1
BIKE 221452,1
BIKE 220797,1
BIKE 221215,1
BIKE 222048,1
BIKE 220122,1
BIKE 221912,1
BIKE 221033,1
BIKE 222038,1
BIKE 222074,1
BIKE 223384,1
BIKE 221099,1
BIKE 220197,1
BIKE 221533,1
BIKE 222884,1
BIKE 221549,1
BIKE 221587,1
BIKE 222990,1
BIKE 221459,1
BIKE 220799,1
BIKE 222233,1
BIKE 223287,1
BIKE 220522,1
BIKE 221139,1
BIKE 222345,1
BIKE 222059,1
BIKE 222451,1
BIKE 220592,1
BIKE 222328,1
BIKE 220596,1
BIKE 222259,1
BIKE 223122,1
BIKE 221296,1
BIKE 223002,1
BIKE 222742,1
BIKE 223173,1
BIKE 222718,1
BIKE 223256,1
BIKE 222686,1
BIKE 220759,1
BIKE 222661,1
BIKE 222475,1
BIKE 223536,1
BIKE 222236,1
BIKE 222280,1
BIKE 222625,1
BIKE 220249,1
BIKE 223164,1
BIKE 222934,1
BIKE 223210,1
BIKE 220312,1
BIKE 220270,1
BIKE 221967,1
BIKE 220046,1
BIKE 222977,1
BIKE 221417,1
BIKE 223445,1
BIKE 220416,1
BIKE 222174,1
BIKE 221845,1
BIKE 220712,1
BIKE 221963,1
BIKE 220360,1
BIKE 221479,1
BIKE 223029,1
BIKE 220545,1
BIKE 221725,1
BIKE 221650,1
BIKE 222425,1
BIKE 220749,1
BIKE 220055,1
BIKE 222901,1
BIKE 221155,1
BIKE 222549,1
BIKE 221767,1
BIKE 221241,1
BIKE 223517,1
BIKE 220333,1
BIKE 221448,1
BIKE 221540,1
BIKE 222375,1
BIKE 220815,1
BIKE 221245,1
BIKE 221870,1
BIKE 222457,1
BIKE 223486,1
BIKE 221029,1
BIKE 220628,1
BIKE 221085,1
BIKE 223316,1
BIKE 221508,1
BIKE 221145,1
BIKE 221062,1
BIKE 222685,1
BIKE 222439,1
BIKE 222651,1
BIKE 223116,1
BIKE 223561,1
BIKE 220715,1
BIKE 221068,1
BIKE 222307,1
BIKE 222450,1
BIKE 220998,1
BIKE 221299,1
BIKE 220863,1
BIKE 223137,1
BIKE 223345,1
BIKE 221454,1
BIKE 221965,1
BIKE 223269,1
BIKE 223124,1
BIKE 220633,1
BIKE 220058,1
BIKE 222711,1
BIKE 223090,1
BIKE 223243,1
BIKE 223053,1
BIKE 222964,1
BIKE 221420,1
BIKE 220879,1
BIKE 222168,1
BIKE 220310,1
BIKE 223527,1
BIKE 221854,1
BIKE 222976,1
BIKE 220850,1
BIKE 222201,1
BIKE 222803,1
BIKE 220819,1
BIKE 222364,1
BIKE 221754,1
BIKE 221570,1
BIKE 221833,1
BIKE 220319,1
BIKE 220558,1
BIKE 222219,1
BIKE 221834,1
BIKE 220698,1
BIKE 221911,1
BIKE 223373,1
BIKE 220223,1
BIKE 220705,1
BIKE 220048,1
BIKE 221466,1
BIKE 220726,1
BIKE 221347,1
BIKE 222411,1
BIKE 221709,1
BIKE 222434,1
BIKE 222907,1
BIKE 220729,1
BIKE 221342,1
BIKE 221469,1
BIKE 222487,1
BIKE 220220,1
BIKE 222672,1
BIKE 223190,1
BIKE 221004,1
BIKE 220673,1
BIKE 222596,1
BIKE 222913,1
BIKE 220994,1
BIKE 220565,1
BIKE 220919,1
BIKE 221624,1
BIKE 222433,1
BIKE 222175,1
BIKE 221682,1
BIKE 220186,1
BIKE 221716,1
BIKE 222262,1
BIKE 222994,1
BIKE 221281,1
BIKE 220457,1
BIKE 222239,1
BIKE 223446,1
BIKE 220296,1
BIKE 220852,1
BIKE 221720,1
BIKE 222471,1
BIKE 220125,1
BIKE 223560,1
BIKE 223336,1
BIKE 220116,1
BIKE 222957,1
BIKE 222607,1
BIKE 220876,1
BIKE 220446,1
BIKE 222047,1
BIKE 220846,1
BIKE 222836,1
BIKE 222207,1
BIKE 221173,1
BIKE 222058,1
BIKE 220260,1
BIKE 223272,1
BIKE 222466,1
BIKE 223470,1
BIKE 221704,1
BIKE 223382,1
BIKE 221237,1
BIKE 220908,1
BIKE 221087,1
BIKE 223221,1
BIKE 223543,1
BIKE 220395,1
BIKE 223330,1
BIKE 220426,1
BIKE 221826,1
BIKE 221710,1
BIKE 221072,1
BIKE 223437,1
BIKE 222728,1
BIKE 222150,1
BIKE 222211,1
BIKE 220385,1
BIKE 220283,1
BIKE 223540,1
BIKE 222456,1
BIKE 222153,1
BIKE 220675,1
BIKE 221151,1
BIKE 222440,1
BIKE 223079,1
BIKE 223043,1
BIKE 223073,1
BIKE 221181,1
BIKE 220966,1
BIKE 220707,1
BIKE 221998,1
BIKE 221050,1
BIKE 223001,1
BIKE 221577,1
BIKE 221091,1
BIKE 222737,1
BIKE 221076,1
BIKE 221279,1
BIKE 222971,1
BIKE 220453,1
BIKE 221993,1
BIKE 222079,1
BIKE 221746,1
BIKE 222250,1
BIKE 222766,1
BIKE 220794,1
BIKE 220288,1
BIKE 223306,1
BIKE 222862,1
BIKE 221408,1
BIKE 221781,1
BIKE 221694,1
BIKE 221899,1
BIKE 220305,1
BIKE 221574,1
BIKE 221515,1
BIKE 222025,1
BIKE 220185,1
BIKE 220246,1
BIKE 222016,1
BIKE 220873,1
BIKE 222952,1
BIKE 221442,1
BIKE 222630,1
BIKE 223354,1
BIKE 220659,1
BIKE 222350,1
BIKE 221928,1
BIKE 222993,1
BIKE 221558,1
BIKE 221566,1
BIKE 220869,1
BIKE 220564,1
BIKE 220089,1
BIKE 220651,1
BIKE 220751,1
BIKE 220117,1
BIKE 222140,1
BIKE 221804,1
BIKE 221934,1
BIKE 222199,1
BIKE 222524,1
BIKE 220013,1
BIKE 221046,1
BIKE 221777,1
BIKE 220587,1
BIKE 220212,1
BIKE 223516,1
BIKE 222407,1
BIKE 223236,1
BIKE 220977,1
BIKE 221528,1
BIKE 223474,1
BIKE 220241,1
BIKE 223464,1
BIKE 222097,1
BIKE 221494,1
BIKE 220253,1
BIKE 223244,1
BIKE 222969,1
BIKE 222820,1
BIKE 221873,1
BIKE 223340,1
BIKE 221583,1
BIKE 220747,1
BIKE 221884,1
BIKE 223109,1
BIKE 222880,1
BIKE 220307,1
BIKE 222037,1
BIKE 220032,1
BIKE 223117,1
BIKE 221265,1
BIKE 221675,1
BIKE 221499,1
BIKE 221116,1
BIKE 222389,1
BIKE 222933,1
BIKE 221192,1
BIKE 221495,1
BIKE 223380,1
BIKE 221093,1
BIKE 223356,1
BIKE 222597,1
BIKE 222953,1
BIKE 223223,1
BIKE 222809,1
BIKE 221945,1
BIKE 221121,1
BIKE 223182,1
BIKE 220303,1
BIKE 222867,1
BIKE 221188,1
BIKE 221645,1
BIKE 221605,1
BIKE 220464,1
BIKE 221741,1
BIKE 221149,1
BIKE 222510,1
BIKE 222138,1
BIKE 222088,1
BIKE 220316,1
BIKE 220532,1
BIKE 223519,1
BIKE 220254,1
BIKE 220493,1
BIKE 221865,1
BIKE 220735,1
BIKE 221950,1
BIKE 221755,1
BIKE 223216,1
BIKE 220533,1
BIKE 222012,1
BIKE 221953,1
BIKE 222762,1
BIKE 223499,1
BIKE 222892,1
BIKE 220200,1
BIKE 222973,1
BIKE 221402,1
BIKE 220603,1
BIKE 222699,1
BIKE 221388,1
BIKE 223026,1
BIKE 220326,1
BIKE 220681,1
BIKE 221331,1
BIKE 223071,1
BIKE 221633,1
BIKE 221169,1
BIKE 220448,1
BIKE 220287,1
BIKE 220504,1
BIKE 220935,1
BIKE 221648,1
BIKE 222286,1
BIKE 221738,1
BIKE 221269,1
BIKE 221983,1
BIKE 221184,1
BIKE 221711,1
BIKE 220975,1
BIKE 223030,1
BIKE 220562,1
BIKE 222519,1
BIKE 220716,1
BIKE 222309,1
BIKE 222833,1
BIKE 221124,1
BIKE 220066,1
BIKE 222141,1
BIKE 220267,1
BIKE 220843,1
BIKE 223019,1
BIKE 221836,1
BIKE 221841,1
BIKE 222891,1
BIKE 221649,1
BIKE 221941,1
BIKE 222512,1
BIKE 223317,1
BIKE 222645,1
BIKE 222072,1
BIKE 220840,1
BIKE 221358,1
BIKE 220180,1
BIKE 220702,1
BIKE 221930,1
BIKE 220330,1
BIKE 223168,1
BIKE 221662,1
BIKE 221687,1
BIKE 220207,1
BIKE 223054,1
BIKE 222214,1
BIKE 220150,1
BIKE 223369,1
BIKE 220968,1
BIKE 221501,1
BIKE 223428,1
BIKE 220780,1
BIKE 223549,1
BIKE 221428,1
BIKE 220586,1
BIKE 220619,1
BIKE 222078,1
BIKE 220887,1
BIKE 220866,1
BIKE 223462,1
BIKE 221907,1
BIKE 220893,1
BIKE 222594,1
BIKE 221526,1
BIKE 220362,1
BIKE 223044,1
BIKE 221294,1
BIKE 220475,1
BIKE 221914,1
BIKE 222636,1
BIKE 221850,1
BIKE 222829,1
BIKE 221292,1
BIKE 223258,1
BIKE 222838,1
BIKE 222678,1
BIKE 220031,1
BIKE 220280,1
BIKE 221156,1
BIKE 220184,1
BIKE 221852,1
BIKE 222786,1
BIKE 220235,1
BIKE 222284,1
BIKE 222026,1
BIKE 220323,1
BIKE 223097,1
BIKE 220790,1
BIKE 222547,1
BIKE 221063,1
BIKE 222569,1
BIKE 223022,1
BIKE 222396,1
BIKE 220130,1
BIKE 220004,1
BIKE 221525,1
BIKE 222716,1
BIKE 221721,1
BIKE 223544,1
BIKE 221954,1
BIKE 221699,1
BIKE 221656,1
BIKE 222381,1
BIKE 223049,1
BIKE 221489,1
BIKE 222390,1
BIKE 220986,1
BIKE 222841,1
BIKE 220454,1
BIKE 220206,1
BIKE 222496,1
BIKE 222623,1
BIKE 220515,1
BIKE 221866,1
BIKE 222653,1
BIKE 223225,1
BIKE 222557,1
BIKE 221743,1
BIKE 220781,1
BIKE 223558,1
BIKE 220094,1
BIKE 221234,1
BIKE 222248,1
BIKE 220576,1
BIKE 222321,1
BIKE 222060,1
BIKE 221318,1
BIKE 222861,1
BIKE 220853,1
BIKE 223208,1
BIKE 220752,1
BIKE 222541,1
BIKE 222814,1
BIKE 220740,1
BIKE 221074,1
BIKE 222910,1
BIKE 220378,1
BIKE 220604,1
BIKE 223475,1
BIKE 220813,1
BIKE 220272,1
BIKE 223016,1
BIKE 221122,1
BIKE 221895,1
BIKE 222076,1
BIKE 220093,1
BIKE 223412,1
BIKE 220939,1
BIKE 221882,1
BIKE 221578,1
BIKE 220141,1
BIKE 221069,1
BIKE 220364,1
BIKE 221447,1
BIKE 220244,1
BIKE 222225,1
BIKE 222703,1
BIKE 220925,1
BIKE 223171,1
BIKE 223181,1
BIKE 221339,1
BIKE 223512,1
BIKE 220886,1
BIKE 220387,1
BIKE 222847,1
BIKE 222948,1
BIKE 223468,1
BIKE 222521,1
BIKE 221883,1
BIKE 222083,1
BIKE 223501,1
BIKE 222318,1
BIKE 222412,1
BIKE 221472,1
BIKE 221176,1
BIKE 222719,1
BIKE 222093,1
BIKE 221782,1
BIKE 223266,1
BIKE 222185,1
BIKE 222285,1
BIKE 220980,1
BIKE 222804,1
BIKE 222172,1
BIKE 220336,1
BIKE 223251,1
BIKE 223460,1
BIKE 222652,1
BIKE 220096,1
BIKE 223432,1
BIKE 222452,1
BIKE 221310,1
BIKE 222562,1
BIKE 221857,1
BIKE 222606,1
BIKE 222592,1
BIKE 221164,1
BIKE 220615,1
BIKE 223315,1
BIKE 221737,1
BIKE 221853,1
BIKE 221260,1
BIKE 221353,1
BIKE 223395,1
BIKE 221097,1
BIKE 221644,1
BIKE 220208,1
BIKE 221300,1
BIKE 221615,1
BIKE 222499,1
BIKE 222332,1
BIKE 221630,1
BIKE 222326,1
BIKE 220560,1
BIKE 222482,1
BIKE 222690,1
BIKE 220520,1
BIKE 222502,1
BIKE 223494,1
BIKE 221090,1
BIKE 220791,1
BIKE 222232,1
BIKE 222036,1
BIKE 220931,1
BIKE 220774,1
BIKE 223288,1
BIKE 222738,1
BIKE 223057,1
BIKE 222961,1
BIKE 220670,1
BIKE 220127,1
BIKE 223103,1
BIKE 221794,1
BIKE 223498,1
BIKE 221416,1
BIKE 222824,1
BIKE 221078,1
BIKE 221744,1
BIKE 220136,1
BIKE 223477,1
BIKE 221168,1
BIKE 223157,1
BIKE 222467,1
BIKE 220531,1
BIKE 220343,1
BIKE 221143,1
BIKE 220597,1
BIKE 222819,1
BIKE 223055,1
BIKE 222822,1
BIKE 222556,1
BIKE 221493,1
BIKE 220676,1
BIKE 220434,1
BIKE 222808,1
BIKE 220517,1
BIKE 223118,1
BIKE 221401,1
BIKE 222024,1
BIKE 220133,1
BIKE 221597,1
BIKE 220757,1
BIKE 220318,1
BIKE 221926,1
BIKE 222264,1
BIKE 222337,1
BIKE 220110,1
BIKE 223509,1
BIKE 220864,1
BIKE 222681,1
BIKE 223089,1
BIKE 220481,1
BIKE 221971,1
BIKE 221174,1
BIKE 220556,1
BIKE 222780,1
BIKE 221863,1
BIKE 221653,1
BIKE 221239,1
BIKE 223025,1
BIKE 221554,1
BIKE 221877,1
BIKE 221414,1
BIKE 220151,1
BIKE 221242,1
BIKE 223409,1
BIKE 222816,1
BIKE 221345,1
BIKE 222852,1
BIKE 220053,1
BIKE 222173,1
BIKE 222637,1
BIKE 222919,1
BIKE 220646,1
BIKE 222563,1
BIKE 221791,1
BIKE 222543,1
BIKE 223098,1
BIKE 220967,1
BIKE 223360,1
BIKE 222046,1
BIKE 221848,1
BIKE 221915,1
BIKE 222537,1
BIKE 220167,1
BIKE 222095,1
BIKE 220758,1
BIKE 221727,1
BIKE 220542,1
BIKE 220173,1
BIKE 220512,1
BIKE 220290,1
BIKE 221774,1
BIKE 221198,1
BIKE 221490,1
BIKE 222938,1
BIKE 220982,1
BIKE 220484,1
BIKE 222800,1
BIKE 223555,1
BIKE 221867,1
BIKE 222443,1
BIKE 220725,1
BIKE 223381,1
BIKE 221268,1
BIKE 220299,1
BIKE 220349,1
BIKE 220422,1
BIKE 222646,1
BIKE 223099,0
BIKE 222675,1
BIKE 221622,1
BIKE 220496,1
BIKE 221701,1
BIKE 222228,1
BIKE 221332,1
BIKE 221325,1
BIKE 223388,1
BIKE 221952,1
BIKE 220370,1
BIKE 223495,1
BIKE 220570,1
BIKE 221537,1
BIKE 220431,1
BIKE 221667,1
BIKE 222133,1
BIKE 222049,1
BIKE 222810,1
BIKE 220076,1
BIKE 221923,1
BIKE 223510,1
BIKE 222017,1
BIKE 222191,1
BIKE 223329,1
BIKE 223418,1
BIKE 222946,1
BIKE 223027,1
BIKE 222257,1
BIKE 223331,1
BIKE 221680,1
BIKE 220666,1
BIKE 222316,1
BIKE 222234,1
BIKE 221473,1
BIKE 223548,1
BIKE 221073,1
BIKE 221383,1
BIKE 220038,1
BIKE 221749,1
BIKE 221532,1
BIKE 222358,1
BIKE 221224,1
BIKE 221017,1
BIKE 222701,1
BIKE 222975,1
BIKE 221538,1
BIKE 222010,1
BIKE 222408,1
BIKE 220311,1
BIKE 222784,1
BIKE 220717,1
BIKE 221805,1
BIKE 222648,1
BIKE 222674,1
BIKE 222230,1
BIKE 220902,1
BIKE 223551,1
BIKE 220269,1
BIKE 220971,1
BIKE 221424,1
BIKE 223364,1
BIKE 220731,1
BIKE 222868,1
BIKE 222601,1
BIKE 222755,1
BIKE 222179,1
BIKE 220291,1
BIKE 222942,1
BIKE 222033,1
BIKE 222622,1
BIKE 220783,1
BIKE 222930,1
BIKE 220036,1
BIKE 222983,1
BIKE 222308,1
BIKE 221478,1
BIKE 223489,1
BIKE 223041,1
BIKE 220682,0
BIKE 222881,1
BIKE 222639,1
BIKE 220870,1
BIKE 222584,1
BIKE 222198,1
BIKE 220366,1
BIKE 222837,1
BIKE 222565,1
BIKE 221974,1
BIKE 220417,1
BIKE 222249,1
BIKE 220629,1
BIKE 222860,1
BIKE 222039,1
BIKE 221040,1
BIKE 220872,1
BIKE 221550,1
BIKE 220696,1
BIKE 222986,1
BIKE 221817,1
BIKE 223423,1
BIKE 222514,1
BIKE 221734,1
BIKE 221944,1
BIKE 221522,1
BIKE 221902,1
BIKE 221475,1
BIKE 220478,1
BIKE 221856,1
BIKE 221327,1
BIKE 221642,1
BIKE 221623,1
BIKE 221392,1
BIKE 220648,1
BIKE 222693,1
BIKE 221802,1
BIKE 223526,1
BIKE 223292,1
BIKE 221584,1
BIKE 221108,1
BIKE 220059,1
BIKE 222438,1
BIKE 220617,1
BIKE 220069,1
BIKE 220572,1
BIKE 223355,1
BIKE 222187,1
BIKE 221497,1
BIKE 221071,1
BIKE 220268,1
BIKE 222912,1
BIKE 223438,1
BIKE 222323,1
BIKE 222900,1
BIKE 220768,1
BIKE 223077,1
BIKE 222032,1
BIKE 222197,1
BIKE 221455,1
BIKE 222344,1
BIKE 223533,1
BIKE 220941,1
BIKE 222283,1
BIKE 222574,1
BIKE 222355,1
BIKE 222987,1
BIKE 220763,1
BIKE 223323,1
BIKE 222437,1
BIKE 222300,1
BIKE 221018,1
BIKE 221070,1
BIKE 220000,1
BIKE 223337,1
BIKE 220388,1
BIKE 220108,1
BIKE 222299,1
BIKE 220554,1
BIKE 221935,1
BIKE 221829,1
BIKE 222382,1
BIKE 222178,1
BIKE 221588,1
BIKE 222720,1
BIKE 220085,1
BIKE 223083,1
BIKE 222406,1
BIKE 221792,1
BIKE 220015,1
BIKE 220911,1
BIKE 220087,1
BIKE 221373,1
BIKE 220523,1
BIKE 222448,1
BIKE 220901,1
BIKE 221101,1
BIKE 222004,1
BIKE 222654,1
BIKE 223156,1
BIKE 220543,1
BIKE 221897,1
BIKE 222981,1
BIKE 223013,1
BIKE 220636,1
BIKE 220445,1
BIKE 221636,1
BIKE 220688,1
BIKE 222609,1
BIKE 222709,1
BIKE 223351,1
BIKE 221599,1
BIKE 221381,1
BIKE 221635,1
BIKE 223453,1
BIKE 221513,1
BIKE 221938,1
BIKE 223554,1
BIKE 223081,1
BIKE 220894,1
BIKE 223478,1
BIKE 221359,1
BIKE 221049,1
BIKE 220996,1
BIKE 222950,1
BIKE 221136,1
BIKE 220412,1
BIKE 222453,1
BIKE 221903,1
BIKE 220380,1
BIKE 221378,1
BIKE 221702,1
BIKE 220118,1
BIKE 223339,1
BIKE 220242,1
BIKE 221968,1
BIKE 222922,1
BIKE 221920,1
BIKE 223458,1
BIKE 223374,1
BIKE 222136,1
BIKE 223545,1
BIKE 220425,1
BIKE 223021,1
BIKE 223012,1
BIKE 222856,1
BIKE 222602,1
BIKE 223346,1
BIKE 221879,1
BIKE 221892,1
BIKE 221886,1
BIKE 223286,1
BIKE 222278,1
BIKE 222507,1
BIKE 220500,1
BIKE 221988,1
BIKE 222691,1
BIKE 220458,1
BIKE 222145,1
BIKE 222500,1
BIKE 222001,1
BIKE 222277,1
BIKE 220115,1
BIKE 222235,1
BIKE 222177,1
BIKE 223308,1
BIKE 220222,1
BIKE 221504,1
BIKE 221586,1
BIKE 221697,1
BIKE 221027,1
BIKE 222682,1
BIKE 222403,1
BIKE 220835,1
BIKE 223442,1
BIKE 220769,1
BIKE 222303,1
BIKE 220744,1
BIKE 222209,1
BIKE 221042,1
BIKE 223383,1
BIKE 220854,1
BIKE 222798,1
BIKE 223100,1
BIKE 221638,1
BIKE 220824,1
BIKE 220582,1
BIKE 223188,1
BIKE 221756,1
BIKE 221389,1
BIKE 222629,1
BIKE 220640,1
BIKE 222583,1
BIKE 221690,1
BIKE 220825,1
BIKE 221445,1
BIKE 220930,1
BIKE 221768,1
BIKE 221959,1
BIKE 222924,1
BIKE 220054,1
BIKE 221170,1
BIKE 222498,1
BIKE 222908,1
BIKE 223128,1
BIKE 220443,1
BIKE 221813,1
BIKE 220022,1
BIKE 223411,1
BIKE 220922,1
BIKE 220164,1
BIKE 222395,1
BIKE 221058,1
BIKE 222057,1
BIKE 222520,1
BIKE 221981,1
BIKE 223307,1
BIKE 220762,1
BIKE 221137,1
BIKE 222662,1
BIKE 221047,1
BIKE 223050,1
BIKE 222238,1
BIKE 222491,0
BIKE 222612,1
BIKE 221539,1
BIKE 220035,1
BIKE 223246,1
BIKE 222005,1
BIKE 222615,1
BIKE 221186,1
BIKE 223556,1
BIKE 220837,1
BIKE 221783,1
BIKE 221193,1
BIKE 223131,1
BIKE 220742,1
BIKE 220322,1
BIKE 222832,1
BIKE 222206,1
BIKE 220406,1
BIKE 220028,1
BIKE 220459,1
BIKE 221333,1
BIKE 221678,1
BIKE 222272,1
BIKE 223267,1
BIKE 220714,1
BIKE 223261,1
BIKE 222143,1
BIKE 222568,1
BIKE 220585,1
BIKE 222731,1
BIKE 220722,1
BIKE 223353,1
BIKE 222340,1
BIKE 223557,1
BIKE 222142,1
BIKE 223119,1
BIKE 223172,1
BIKE 220963,1
BIKE 222631,1
BIKE 221990,1
BIKE 222335,1
BIKE 222180,1
BIKE 220138,1
BIKE 221718,1
BIKE 220471,1
BIKE 221736,1
BIKE 220111,1
BIKE 222548,1
BIKE 223217,1
BIKE 220917,1
BIKE 221290,1
BIKE 222052,1
BIKE 223397,1
BIKE 221918,1
BIKE 223476,1
BIKE 222289,1
BIKE 221948,1
BIKE 222679,1
BIKE 220228,1
BIKE 222917,1
BIKE 221348,1
BIKE 221598,1
BIKE 222295,1
BIKE 220439,1
BIKE 220720,1
BIKE 223104,1
BIKE 222184,1
BIKE 222897,1
BIKE 221890,1
BIKE 220486,1
BIKE 222805,1
BIKE 220006,1
BIKE 220609,1
BIKE 220663,1
BIKE 222064,1
BIKE 221893,1
BIKE 222717,1
BIKE 220472,1
BIKE 222021,1
BIKE 223091,1
BIKE 220521,1
BIKE 222151,1
BIKE 221340,1
BIKE 221614,1
BIKE 223553,1
BIKE 223456,1
BIKE 220403,1
BIKE 223191,1
BIKE 222429,1
BIKE 220770,1
BIKE 220916,1
BIKE 221722,1
BIKE 223088,1
"Knyahyni Olhy 100 ""Greenville""",0
"Ratusha, Rynok Square",0
Ivan Franko University,0
"Knyahyni Olhy 114 ""Akvapark""",0
"Н. Mazepy Str. 1B, Spartak",0
Lvivs'ka Politekhnika,0
Chornovola / Lypyns'koho ,0
"Chornovola, 67",0
Petrushevycha sq.1,0
Chervonoi Kalyny ave. 109 (Santa Barbara shopping mall),0
"Chervonoi Kalyny Ave, 49 (Shuvar trade zone)",0
Promyslova str. 50/52,0
Stryyska str. 35 (State tax office),0
Shchyrecka str. 36 (Pivdennyy shopping center),0
Chervonoi Kalyny ave. 81 (Dovzhenko Centre),0
