station_name,available_bikes
BIKE 38620,1
BIKE 38771,1
BIKE 38995,1
BIKE 38934,1
BIKE 38113,1
BIKE 38334,1
BIKE 38520,1
BIKE 38891,1
BIKE 38516,1
BIKE 38046,1
BIKE 38204,1
BIKE 38881,1
BIKE 38532,1
BIKE 38333,1
BIKE 38586,1
BIKE 38077,1
BIKE 38973,1
frauenlobstraße,1
BIKE 38120,1
BIKE 38114,1
BIKE 38271,1
BIKE 38667,1
BIKE 38237,1
BIKE 38193,1
BIKE 38169,1
BIKE 38072,1
BIKE 38088,1
BIKE 38382,1
BIKE 38319,1
BIKE 38777,1
BIKE 38249,1
BIKE 91060,1
BIKE 38834,1
BIKE 38703,1
BIKE 38412,1
BIKE 38356,1
BIKE 38310,1
BIKE 38853,1
BIKE 38107,1
BIKE 38392,1
BIKE 38761,1
BIKE 38943,1
BIKE 38592,1
BIKE 38470,1
BIKE 38578,1
BIKE 38240,1
BIKE 38819,1
BIKE 38078,1
BIKE 38425,1
BIKE 38166,1
BIKE 38780,1
BIKE 38230,1
BIKE 38951,1
BIKE 38867,1
BIKE 91044,1
BIKE 38309,1
BIKE 38408,1
BIKE 38563,1
BIKE 38928,1
BIKE 38877,1
BIKE 91286,1
BIKE 38217,1
BIKE 38868,1
BIKE 38184,1
BIKE 38453,1
BIKE 38175,1
BIKE 38624,1
BIKE 38909,1
BIKE 38678,1
BIKE 38579,1
BIKE 38463,1
BIKE 91147,1
BIKE 38694,1
BIKE 38304,1
BIKE 38572,1
BIKE 38387,1
BIKE 38225,1
BIKE 38043,1
BIKE 38419,1
BIKE 38816,1
BIKE 38495,1
Wiesenhüttenstraße 4b,1
BIKE 38130,1
BIKE 38525,1
BIKE 38885,1
BIKE 38822,1
BIKE 38003,1
BIKE 91023,1
BIKE 38259,1
BIKE 38927,1
BIKE 38365,1
BIKE 38115,1
BIKE 38441,1
BIKE 38762,1
BIKE 38693,1
BIKE 38846,1
BIKE 38219,1
BIKE 38211,1
BIKE 38892,1
BIKE 38254,1
BIKE 38603,1
BIKE 38265,1
BIKE 38814,1
BIKE 38582,1
BIKE 38034,1
BIKE 38955,1
Eschenheimer Anlage 40,1
BIKE 38095,1
Rechneigrabenstraße 5 60311 Frankfurt am Main,1
BIKE 91115,1
BIKE 91340,1
BIKE 38546,1
BIKE 38009,1
BIKE 38171,1
BIKE 38926,1
BIKE 38465,1
BIKE 38673,1
BIKE 38404,1
BIKE 38040,1
BIKE 38711,1
BIKE 91203,1
BIKE 38938,1
BIKE 38983,1
BIKE 38497,1
BIKE 38494,1
BIKE 38912,1
BIKE 38461,1
BIKE 38783,1
BIKE 38664,1
BIKE 11850,1
BIKE 38595,1
BIKE 38605,1
BIKE 38350,1
BIKE 38720,1
BIKE 38701,1
BIKE 38758,1
BIKE 38167,1
BIKE 38806,1
BIKE 38052,1
BIKE 38594,1
BIKE 38541,1
BIKE 38155,1
BIKE 38016,1
BIKE 38941,1
BIKE 38279,1
BIKE 38157,1
BIKE 38956,1
BIKE 38266,1
BIKE 38380,1
BIKE 38299,1
P+R Weeskinderendijk,0
P+R Energiehuis,0
Merwekade (waterbus),0
Biesbosch / Baanhoekweg,0
Dordrecht Station,0
The Movies,0
Biesboschcentrum,0
VVV Dordrecht,0
Stadskantoor Dordrecht,0
Dordtse Kil III,0
Laan van Europa,0
Rijksstraatweg,0
BIKE 36457,1
Plaza Manuel Becerra,6
Castillo de la Luz,8
Torre Woermann,15
C.C. El Muelle,3
Las Canteras - Luis Morote,3
Plazoleta de Farray,6
Base Naval,0
Mercado Central,3
Plaza de España,2
Churruca,11
IES Mesa y López,4
Torre Las Palmas,1
Parque del Estadio Insular,6
Plaza de América,2
Plaza del Pilar,3
Intermodal El Rincón,5
C.C. La Minilla,6
Paseo de Chil - Av. Escaleritas,6
Ayuntamiento,4
Piscina Julio Navarro,7
Plaza O'Shanahan,8
León y Castillo,9
Obelisco,7
Barranquillo Don Zoilo,6
Canódromo (electric),0
San Telmo,4
Cabildo de Gran Canaria,6
San Bernardo,4
Teatro Pérez Galdós,0
Gabinete Literario,0
Plaza San Agustín,5
San Cristóbal,3
Villa de Zarauz,2
Ciudad Deportiva,1
Parque Santa Catalina,4
Plaza de la feria ,6
Ciudad de la Justicia,3
Oficina de la Sitycleta,3
Aparcamiento Sanapú,3
Autoridad portuaria,1
Muelle Deportivo,4
Oficina Sítycleta (elect.),0
Canódromo,0
Vega de San José,1
Hoya de la Plata,1
Castillo de Mata (elect.),8
Plaza de España (elect.),1
C.C. La Ballena (elect.),0
El Sebadal (elec.),2
Plaza Manuel Becerra (elect.),1
Königsplatz Ost,5
Markthalle,5
Friedrichsplatz,1
Staatstheater,13
Rathaus,6
Wilhelmsstraße,0
Volkshochschule,0
Königstor,0
Hauptbahnhof,1
Karthäuserstraße,1
Annastraße,0
Jugendherberge,0
Friedenskirche,2
Goethestraße,0
Murhardstraße/Uni,11
Stadthalle,1
Diakonie-Kliniken,1
Kirchweg,3
Georg-Stock-Platz,5
Rotes Kreuz,0
ICE-Bahnhof,3
Wilhelmshöhe (Park),2
Freibad Wilhelmshöhe,2
Wolfsgraben,13
Ihringshäuser Straße,1
Weserspitze,14
Klinikum Kassel,4
Mombachstraße,22
Uni/Diagonale,15
Uni/Holländischer Platz,11
Holländische Straße,4
Engelhardstraße,10
Jungfernkopf,0
Kirchditmold,1
Karlshafener Straße,1
Freibad Harleshausen,0
Leipziger Platz,2
Salzmannshausen,0
Unterneustadt,22
Alt Waldau,2
Auebad,13
Menzelstraße/Uni,23
Auestadion,4
Dennhäuser Straße,9
Leuschnerstraße/DEZ,6
Marbachshöhe,2
Heinrich-Plett-Str./Uni,5
Buga / Seglergaststätte,3
Rhönplatz,3
Keilsbergsiedlung,8
Sternbergstraße,4
Betriebshof Wilhelmshöhe,5
Am Heimbach,4
Schillerstraße,14
Sandershäuser Str.-kVG,11
Hegelsbergstraße,11
Damaschkestraße,12
BIKE 11656,1
BIKE 11986,1
BIKE 11665,1
BIKE 11848,1
BIKE 11888,1
BIKE 11670,1
Oberbilker Markt,1
Medienhafen UCI Kino,7
Jugendherberge/Düsseldorfer Straße,1
Rheinterrasse,0
Brehmstraße/Graf-Recke-Straße,0
ARAG Platz,0
Uni Süd,1
Apolloplatz,2
Carl-Mosterts-Platz,2
Derendorfer Allee 10,10
Frankenplatz / Frankenstraße,0
Königsallee / Graf-Adolf-Platz,0
Stadtwerke Düsseldorf,0
Nordstraße/Collenbachstraße,0
S-Bahnhof Volksgarten,0
Auf'm Hennekamp/Redinghovenstraße,0
Ludwig-Erhard-Allee,0
C&A Online GmbH,2
Klemensplatz,3
CCD,1
Uni Mitte,10
Derendorf S-Bahn,0
Metro AG,1
Hst. Uni Nord/Christophstraße,0
Hst. Uni-Kliniken,0
HSD-Mensa,6
Radstation,0
Georg-Schulhoff-Platz,1
Aachener Platz,2
Karolinger Platz,0
Oberbilk S-Bahn,1
Robert-Schumann-Hochschule,12
Flughafen S-Bahn,1
Rheinbahn HQ,6
BIKE 31937,1
BIKE 32200,1
BIKE 31220,1
BIKE 32108,1
BIKE 31303,1
BIKE 31416,1
BIKE 31229,1
BIKE 32198,1
BIKE 31804,1
BIKE 31281,1
BIKE 32166,1
BIKE 32253,1
BIKE 32282,1
BIKE 31545,1
BIKE 31250,1
BIKE 32310,1
BIKE 32278,1
BIKE 31123,1
BIKE 31310,1
BIKE 31423,1
BIKE 31590,1
BIKE 32122,1
BIKE 31023,1
BIKE 31055,1
BIKE 31341,1
BIKE 31868,1
BIKE 31919,1
BIKE 31996,1
BIKE 31820,1
BIKE 31985,1
BIKE 31079,1
BIKE 32050,1
BIKE 32154,1
BIKE 31260,1
BIKE 31496,1
BIKE 31429,1
BIKE 31941,1
BIKE 31994,1
BIKE 31828,1
BIKE 32240,1
BIKE 31256,1
BIKE 31077,1
BIKE 32140,1
BIKE 31918,1
BIKE 32121,1
BIKE 31608,1
BIKE 32301,1
BIKE 31227,1
BIKE 31534,1
BIKE 31823,1
BIKE 31951,1
BIKE 31826,1
BIKE 32021,1
BIKE 31232,1
BIKE 31309,1
BIKE 31017,1
BIKE 32063,1
BIKE 31623,1
BIKE 31008,1
BIKE 32099,1
BIKE 31085,1
BIKE 31180,1
BIKE 31626,1
BIKE 31895,1
BIKE 31217,1
BIKE 31151,1
BIKE 31265,1
BIKE 31181,1
BIKE 31488,1
BIKE 31059,1
BIKE 32201,1
BIKE 31315,1
BIKE 31382,1
BIKE 31538,1
BIKE 32148,1
BIKE 32186,1
BIKE 32222,1
BIKE 32112,1
BIKE 31288,1
BIKE 32163,1
BIKE 31053,1
BIKE 31859,1
BIKE 32216,1
BIKE 31178,1
BIKE 31819,1
BIKE 31118,1
BIKE 31112,1
BIKE 31275,1
BIKE 31362,1
BIKE 31360,1
BIKE 31032,1
BIKE 31495,1
BIKE 31413,1
BIKE 32288,1
BIKE 32345,1
BIKE 31938,1
BIKE 31518,1
BIKE 32048,1
BIKE 31949,1
BIKE 31945,1
BIKE 32294,1
BIKE 31183,1
BIKE 31462,1
BIKE 31948,1
BIKE 31419,1
BIKE 31078,1
BIKE 31624,1
BIKE 31393,1
BIKE 31349,1
BIKE 31403,1
BIKE 32204,1
BIKE 31410,1
BIKE 32076,1
BIKE 32078,1
BIKE 31865,1
BIKE 31478,1
BIKE 31901,1
BIKE 31169,1
BIKE 31864,1
BIKE 31164,1
BIKE 32097,1
BIKE 32315,1
BIKE 31450,1
BIKE 31468,1
BIKE 31862,1
BIKE 31452,1
BIKE 31541,1
BIKE 31400,1
BIKE 31904,1
BIKE 31397,1
BIKE 31222,1
BIKE 32133,1
BIKE 31327,1
BIKE 32130,1
BIKE 31252,1
BIKE 31962,1
BIKE 31953,1
BIKE 31097,1
BIKE 31165,1
BIKE 32004,1
BIKE 31211,1
BIKE 31128,1
BIKE 32030,1
BIKE 32249,1
BIKE 31370,1
BIKE 31409,1
BIKE 31933,1
BIKE 31501,1
BIKE 31058,1
BIKE 32342,1
BIKE 31373,1
BIKE 31492,1
BIKE 31038,1
BIKE 31930,1
BIKE 31335,1
BIKE 31044,1
BIKE 32109,1
BIKE 32071,1
BIKE 31854,1
BIKE 32012,1
BIKE 32322,1
BIKE 31043,1
BIKE 32179,1
BIKE 31525,1
BIKE 31584,1
BIKE 31202,1
BIKE 32263,1
BIKE 31175,1
BIKE 31401,1
BIKE 32306,1
BIKE 31995,1
BIKE 32234,1
BIKE 32176,1
BIKE 31297,1
BIKE 32246,1
BIKE 32213,1
BIKE 31836,1
BIKE 31125,1
BIKE 31922,1
BIKE 31441,1
BIKE 32183,1
BIKE 31391,1
BIKE 31852,1
BIKE 31087,1
BIKE 32039,1
BIKE 31039,1
BIKE 31188,1
BIKE 32104,1
BIKE 31339,1
BIKE 31857,1
BIKE 32283,1
BIKE 31313,1
BIKE 31388,1
BIKE 31246,1
BIKE 31066,1
BIKE 31614,1
BIKE 31453,1
BIKE 31966,1
BIKE 32226,1
BIKE 31311,1
BIKE 31278,1
BIKE 31015,1
BIKE 31291,1
BIKE 32062,1
BIKE 31073,1
BIKE 31618,1
BIKE 31137,1
BIKE 31970,1
BIKE 31126,1
BIKE 32271,1
BIKE 31203,1
BIKE 32236,1
BIKE 31022,1
BIKE 31248,1
BIKE 31145,1
BIKE 32029,1
BIKE 31026,1
BIKE 32340,1
BIKE 31858,1
BIKE 31414,1
BIKE 32111,1
BIKE 31815,1
BIKE 32053,1
BIKE 31262,1
BIKE 31333,1
BIKE 31532,1
BIKE 31923,1
BIKE 32042,1
BIKE 31337,1
BIKE 31984,1
BIKE 31054,1
BIKE 31602,1
BIKE 31988,1
BIKE 31305,1
BIKE 32291,1
BIKE 31588,1
BIKE 32243,1
BIKE 31075,1
BIKE 31152,1
BIKE 32313,1
BIKE 31470,1
BIKE 32244,1
BIKE 31902,1
BIKE 31300,1
BIKE 31021,1
BIKE 31117,1
BIKE 32239,1
BIKE 32346,1
BIKE 31530,1
BIKE 31977,1
BIKE 31144,1
BIKE 31628,1
BIKE 31282,1
BIKE 31067,1
BIKE 32261,1
BIKE 31963,1
BIKE 32331,1
BIKE 32259,1
BIKE 32174,1
BIKE 32001,1
BIKE 31932,1
BIKE 32284,1
BIKE 31448,1
BIKE 32091,1
BIKE 31111,1
BIKE 31885,1
BIKE 31158,1
BIKE 31494,1
BIKE 31184,1
BIKE 31230,1
BIKE 31489,1
BIKE 32120,1
BIKE 31395,1
BIKE 32211,1
BIKE 31993,1
BIKE 32237,1
BIKE 31498,1
BIKE 32248,1
BIKE 31458,1
BIKE 31811,1
BIKE 31874,1
BIKE 32262,1
BIKE 31611,1
BIKE 31318,1
BIKE 31273,1
BIKE 31392,1
BIKE 32321,1
BIKE 31870,1
BIKE 31842,1
BIKE 31800,1
BIKE 31266,1
BIKE 31013,1
BIKE 32191,1
BIKE 32304,1
BIKE 31070,1
BIKE 32303,1
BIKE 31094,1
BIKE 32178,1
BIKE 32347,1
BIKE 31939,1
BIKE 31506,1
BIKE 31412,1
BIKE 32245,1
BIKE 31354,1
BIKE 32337,1
BIKE 31189,1
BIKE 31597,1
BIKE 31405,1
BIKE 31487,1
BIKE 31619,1
BIKE 32119,1
BIKE 31237,1
BIKE 32276,1
BIKE 31012,1
BIKE 31979,1
BIKE 31878,1
BIKE 31832,1
BIKE 32126,1
BIKE 31903,1
BIKE 31352,1
BIKE 31622,1
BIKE 31443,1
BIKE 31106,1
BIKE 32219,1
BIKE 31071,1
BIKE 31896,1
BIKE 31328,1
BIKE 31139,1
BIKE 32272,1
BIKE 31312,1
BIKE 31610,1
BIKE 31368,1
BIKE 32339,1
BIKE 31331,1
BIKE 31882,1
BIKE 32214,1
BIKE 32205,1
BIKE 32103,1
BIKE 31983,1
BIKE 31124,1
BIKE 32210,1
BIKE 31605,1
BIKE 32131,1
BIKE 31428,1
BIKE 32268,1
BIKE 32269,1
BIKE 32290,1
BIKE 32254,1
BIKE 31000,1
BIKE 31304,1
BIKE 31821,1
BIKE 31161,1
BIKE 31893,1
BIKE 31927,1
BIKE 31028,1
BIKE 32115,1
BIKE 31177,1
BIKE 31517,1
BIKE 32032,1
BIKE 31302,1
BIKE 31031,1
BIKE 31204,1
BIKE 31154,1
BIKE 31269,1
BIKE 31216,1
BIKE 32332,1
BIKE 31942,1
BIKE 31955,1
BIKE 31386,1
BIKE 31267,1
BIKE 31440,1
BIKE 32088,1
BIKE 31856,1
BIKE 32221,1
BIKE 31500,1
BIKE 31035,1
BIKE 31321,1
BIKE 32302,1
BIKE 32085,1
BIKE 32258,1
BIKE 31539,1
BIKE 31943,1
BIKE 31807,1
BIKE 32232,1
BIKE 31001,1
BIKE 31223,1
BIKE 31420,1
BIKE 32170,1
BIKE 31113,1
BIKE 31374,1
BIKE 32257,1
BIKE 31200,1
BIKE 31881,1
BIKE 31839,1
BIKE 32309,1
BIKE 31377,1
BIKE 31447,1
BIKE 31621,1
BIKE 32328,1
BIKE 31098,1
BIKE 31463,1
BIKE 31989,1
BIKE 31802,1
BIKE 31459,1
BIKE 31520,1
BIKE 31330,1
BIKE 31130,1
BIKE 31460,1
BIKE 31138,1
BIKE 31114,1
BIKE 32255,1
BIKE 32182,1
BIKE 32161,1
BIKE 31263,1
BIKE 32343,1
BIKE 32267,1
BIKE 32317,1
BIKE 31519,1
BIKE 31293,1
BIKE 31051,1
BIKE 31238,1
BIKE 31221,1
BIKE 31258,1
BIKE 31461,1
BIKE 31894,1
BIKE 31596,1
BIKE 32279,1
BIKE 31490,1
BIKE 32274,1
BIKE 31886,1
BIKE 32139,1
BIKE 31320,1
BIKE 31422,1
BIKE 32325,1
BIKE 31261,1
BIKE 31049,1
BIKE 32202,1
BIKE 31464,1
BIKE 32114,1
BIKE 32092,1
BIKE 32220,1
BIKE 32165,1
BIKE 31394,1
BIKE 31454,1
BIKE 31366,1
BIKE 32341,1
BIKE 32329,1
BIKE 31913,1
BIKE 31255,1
BIKE 31143,1
BIKE 32035,1
BIKE 31245,1
BIKE 31197,1
BIKE 32289,1
BIKE 31546,1
BIKE 32096,1
BIKE 31946,1
BIKE 31877,1
BIKE 31834,1
BIKE 31351,1
BIKE 32024,1
BIKE 31625,1
BIKE 32070,1
BIKE 31980,1
BIKE 31833,1
BIKE 31301,1
BIKE 31298,1
BIKE 31912,1
BIKE 32086,1
BIKE 32229,1
BIKE 31549,1
BIKE 31284,1
BIKE 31818,1
BIKE 32080,1
BIKE 31207,1
BIKE 31326,1
BIKE 31228,1
BIKE 31062,1
BIKE 31134,1
BIKE 32110,1
BIKE 31990,1
BIKE 31445,1
BIKE 31308,1
BIKE 32082,1
BIKE 32319,1
BIKE 31030,1
BIKE 31507,1
BIKE 31365,1
BIKE 31849,1
BIKE 31116,1
BIKE 31947,1
BIKE 32277,1
BIKE 31157,1
BIKE 32059,1
BIKE 31536,1
BIKE 32123,1
BIKE 31992,1
BIKE 32134,1
BIKE 31615,1
BIKE 31411,1
BIKE 31503,1
BIKE 31407,1
BIKE 31074,1
BIKE 31483,1
BIKE 31968,1
BIKE 31595,1
BIKE 32022,1
BIKE 31342,1
BIKE 32296,1
BIKE 31472,1
BIKE 31907,1
BIKE 31533,1
BIKE 31891,1
BIKE 31060,1
BIKE 31884,1
BIKE 31299,1
BIKE 31096,1
BIKE 32233,1
BIKE 32089,1
BIKE 31325,1
BIKE 32287,1
BIKE 32227,1
BIKE 32256,1
BIKE 31375,1
BIKE 31513,1
BIKE 32208,1
BIKE 31476,1
BIKE 31179,1
BIKE 31009,1
BIKE 32038,1
BIKE 32006,1
BIKE 31935,1
BIKE 31041,1
BIKE 31182,1
BIKE 32334,1
BIKE 31129,1
BIKE 31135,1
BIKE 31285,1
BIKE 31105,1
BIKE 31277,1
BIKE 31465,1
BIKE 31847,1
BIKE 31363,1
BIKE 32049,1
BIKE 31909,1
BIKE 31133,1
BIKE 32107,1
BIKE 32041,1
BIKE 31914,1
BIKE 31089,1
BIKE 31499,1
BIKE 31371,1
BIKE 31020,1
BIKE 32020,1
BIKE 31522,1
BIKE 31451,1
BIKE 32015,1
BIKE 31080,1
BIKE 32305,1
BIKE 32217,1
BIKE 31047,1
BIKE 31612,1
BIKE 31964,1
BIKE 31442,1
BIKE 32177,1
BIKE 31523,1
BIKE 32010,1
BIKE 31887,1
BIKE 31404,1
BIKE 31040,1
BIKE 31390,1
BIKE 31872,1
BIKE 31380,1
BIKE 31808,1
BIKE 31045,1
BIKE 31524,1
BIKE 31846,1
BIKE 31196,1
BIKE 31581,1
BIKE 31172,1
BIKE 31011,1
BIKE 31511,1
BIKE 31961,1
BIKE 32184,1
BIKE 32171,1
BIKE 32125,1
BIKE 32158,1
BIKE 32224,1
BIKE 31355,1
BIKE 32312,1
BIKE 31515,1
BIKE 31813,1
BIKE 31016,1
BIKE 31322,1
BIKE 31426,1
BIKE 31364,1
BIKE 31931,1
BIKE 32056,1
BIKE 32167,1
BIKE 32090,1
BIKE 31010,1
Maes y Coed Rd (Woodland House),0
Cardiff University – Bute,0
Cardiff Bay - Lloyd George Avenue,0
Cardiff County Hall,0
Cardiff Central South,0
Pontcanna - Llandaff Fields,0
Llandaff - High Street,0
Fairwater - Waungron Park,0
Canton Victoria Park,0
Canton Shopping Centre,0
Cathays Park - National Museum of Wales,0
Riverside - Green Street,0
Heath – High and Low Level Railway Stations,0
Cathays Library,0
City Road – Northcote Street,0
City Centre - St John Street,0
City Centre - Churchill Way,0
Llandaff - Western Avenue (Cardiff Met),0
City Centre - St Mary Street,0
Grangetown - Corporation Road,0
Dunleavy Drive - Willcox House,0
Cardiff Bay - International Sports Village,0
City Centre - Fitzhamon Embankment,0
Adamsdown - Clifton Street,0
Star Hub - Splott,0
Cardiff University - Aberconway Hall (Colum Road),0
Cardiff University - The Queen's Buildings (The Parade),0
Cardiff University - Roy Jenkins Hall (Crwys Road),0
Millennium Centre ELECTRIC,0
Penylan - Waterloo Gardens,0
Heath - Birchgrove Crossroads (Caerphilly Road),0
Llandaff North - Gabalfa Avenue,0
Merches Gardens (Taff's Mead Embankment),0
Western Leisure Centre - Caerau Lane,0
Fairwater Green - St. Fagans Road,0
Cardiff University - Cartwright Court (Daviot Street),0
Rhiwbina Village,0
Llanishen Village,0
Coach Station - Sophia Close,0
Ely and Caerau Hub,0
Whitchurch - Merthyr Road,0
Roath - Wellfield Road,0
Cardiff University - Sir Martin Evans (Park Place),0
Cardiff University - McKenzie House (Howard Place),0
Cardiff University - Heath Park Campus (University Hospital of Wales),0
Cardiff University - Hadyn Ellis (Maindy Road),0
Cardiff University - Senghennydd Road,0
Newport Road,0
Cardiff Met (Plas Gwyn Campus),0
Cardiff Met Cyncoed Campus,0
Dumballs Road - Clarence Road,0
Bargoed Street - Corporation Road,0
Ninian Park Station - Jubilee Gardens,0
Rumney Police Station (Newport Road),0
New Road Rumney,0
Brachdy Road Rumney,0
East Tyndall Street - Splott,0
Whitchurch Library - Park Road,0
Cardiff University - Cochrane Building,0
North Road,0
City Road,0
Rhyd-Y-Penau Road,0
Splott Road,0
Thornhill roundabout-Rhiwbina,0
New George Street,0
Llantrisant Road,0
City Hall,0
Llanishen Street,0
Stacey Road,0
Danescourt Railway Station,0
Parmer Pierhead Street,0
Cardiff Central Station - North side,0
Waungron Shops - Ely Road,0
Smart Way,0
Wyndham Crescent,0
Heol Llanishen Fach- Heol Uchaf,0
Lisvane Station,0
Station Road (Radyr),0
Old St. Mellons,0
Pont Y Werin,0
Birchgrove Rail Station,0
Avondale Road,0
The Philog - Whitchurch,0
Coryton - Pendywallt Rd/Hollybush,0
Tongwynlais,0
"Cardiff University - Talybont, (Llys Tal-y-bont Road)",0
University Hall,0
"Barrage, Cardiff Bay",0
Roald Dahl Plass,0
Fairoak,0
Blenheim Road,0
Chapter Arts Centre,0
Tramshed,0
Velindre Hospital,0
Crown Court ELECTRIC ,0
White Water Centre - ELECTRIC,0
Llanishen Leisure Centre - ELECTRIC,0
Penylan Library - ELECTRIC,0
CU Main Building - ELECTRIC ,0
Wood Street - ELECTRIC ,0
BIKE 83562,1
Cardiff Bay - The Barrage ELECTRIC ,0
Penarth Town Centre ELECTRIC (Windsor Arcade),0
Penarth Train Station ELECTRIC ,0
Esplanade Penarth ELECTRIC ,0
Llandough Hospital ELECTRIC,0
Cosmeston Penarth ELECTRIC,0
Isambard Complex,8
Hillingdon Hospital,7
Sports Pavilion,4
Bannerman Centre,29
Eastern Gateway,0
Uxbridge Train Station,4
Uxbridge High Street,6
Manor Park Residences,3
Surrey Technology Centre,0
VSM Building,3
Surrey Sports Park,2
Nursery Car Park,4
Ivy Arts Centre,3
George Edwards Building,7
Duke of Kent Building,10
Guildford Business Park,2
BIKE 82322,1
Swansea University Singleton Campus,10
Swansea University Bay Campus,0
Fabian Way Park and Ride,0
National Waterfront Museum,15
Swansea Civic Centre,7
Oystermouth,8
Hbf. Süd,11
Hirschlachufer / Mühlgasse,1
Hirschgarten,1
Krämpfertor,4
Am Stadtgarten,2
FH Hauptcampus,7
FH Schlüterstraße,17
Hbf. Nord,9
Domplatz,7
FH LGF,3
BIKE 12247,1
BIKE 12276,1
BIKE 12291,1
BIKE 12253,1
JLU Phil. II / Haus F,6
Rathenaustraße,16
JLU Phil. I / Haus A,13
JLU Phil. I / GCSC,8
JLU Phil. I / Haus F,7
JLU Sport / Kugelberg,20
JLU Recht und Wirtschaft,14
JLU Seltersberg / Leihgesterner Weg,10
JLU Seltersberg / HRZ,23
Bahnhof,0
THM A / Wiesenstraße,19
THM C / Moltkestraße,3
THM D / Gutfleischstraße,11
THM E / Bismarckstraße,7
JLU Medizin / BFS,3
JLU Seltersberg / Veterinärmedizin,3
JLU Innenstadt / Universitätszentrum,11
Rathaus ,18
Oswaldsgarten,8
Johanneskirche/Südanlage ,4
Day Night Sports,2
Landkreis Gießen / Riversplatz,12
Bahnhaltepunkt Erdkauter Weg,4
Bahnhaltepunkt Licher Straße,10
Landkreis Gießen / Bachweg,6
Landgraf-Philipp-Platz,11
Bahnhofstraße,19
Centar - Gradska uprava,11
Aquana,5
Park Mladen Stojanović,7
Studenski dom - Venecija most,6
Obilićevo,3
Bahnhof,12
Bürgerpark,5
Rathausplatz,2
Schlüssel,5
Seminarstraße,2
Klinikum,2
Hosenmatten,5
Herzzentrum,6
Kuhbach Rathaus,3
Reichenbach West,2
Galopprennbahn (Vorplatz/Zufahrtsstraße),0
Hauptbahnhof/LVB-Mobilitätszentrale,24
Hauptbahnhof/Osthalle,1
Hauptbahnhof/Westhalle (LVB Mobilitätsstation 4),6
Hauptbahnhof/Westseite,5
Hauptbahnhof/Ostseite,23
Virchowstr. (LVB Mobilitätsstation 23),1
Schönauer Str./Lützner Str. (LVB Mobilitätsstation 25),8
Eutritzscher Markt (LVB Mobilitätsstation 19),4
Musikpavillon,0
S-Bhf. MDR,0
UFZ Leipzig/Permoserstr.,5
Stannebeinplatz (LVB Mobilitätsstation 18),3
S-Bhf. Leutzsch,1
Siemens AG,5
Klinikum St. Georg Haus 17,3
Klinikum St. Georg Haus 11,4
Klinikum St. Georg Haus 20,0
Klinikum St. Georg Haus 14,4
Moritzhof (LVB Mobilitätsstation 51),2
BIKE 23216,1
BIKE 23430,1
BIKE 23412,1
BIKE 39156,1
BIKE 300004,1
BIKE 23187,1
BIKE 300110,1
BIKE 20225,1
BIKE 23286,1
BIKE 20460,1
BIKE 300007,1
BIKE 23100,1
BIKE 23388,1
BIKE 300259,1
BIKE 23404,1
BIKE 23357,1
BIKE 23102,1
BIKE 300180,1
BIKE 23157,1
BIKE 20496,1
BIKE 23525,1
BIKE 23070,1
BIKE 23093,1
BIKE 23241,1
BIKE 20211,1
BIKE 20352,1
BIKE 300409,1
BIKE 20481,1
BIKE 39010,1
BIKE 20327,1
BIKE 23073,1
BIKE 23134,1
BIKE 300148,1
BIKE 20495,1
BIKE 300079,1
BIKE 300051,1
BIKE 39073,1
BIKE 39114,1
BIKE 300074,1
BIKE 23311,1
BIKE 23487,1
BIKE 20386,1
BIKE 23476,1
BIKE 300291,1
BIKE 39041,1
BIKE 300374,1
BIKE 300050,1
BIKE 23251,1
BIKE 300060,1
BIKE 23173,1
BIKE 23299,1
BIKE 300277,1
BIKE 39091,1
BIKE 300200,1
BIKE 23000,1
BIKE 20205,1
BIKE 23034,1
BIKE 20000,1
BIKE 20418,1
BIKE 20335,1
BIKE 39080,1
BIKE 300278,1
BIKE 300063,1
BIKE 20430,1
BIKE 23461,1
BIKE 300144,1
BIKE 20478,1
BIKE 23224,1
BIKE 20306,1
BIKE 39148,1
BIKE 23258,1
BIKE 23232,1
BIKE 23528,1
BIKE 23583,1
BIKE 20023,1
BIKE 23267,1
BIKE 300021,1
BIKE 20213,1
BIKE 39186,1
BIKE 20281,1
BIKE 300287,1
BIKE 23494,1
BIKE 39110,1
BIKE 23556,1
BIKE 39171,1
BIKE 300337,1
BIKE 39113,1
BIKE 20217,1
BIKE 23054,1
BIKE 20227,1
BIKE 20229,1
BIKE 300352,1
BIKE 20356,1
BIKE 300681,1
BIKE 23092,1
BIKE 23121,1
BIKE 300274,1
BIKE 300204,1
BIKE 300064,1
BIKE 23545,1
BIKE 20232,1
BIKE 39061,1
BIKE 20001,1
BIKE 20231,1
BIKE 20349,1
BIKE 39035,1
BIKE 23033,1
BIKE 23377,1
BIKE 23354,1
BIKE 300294,1
BIKE 39167,1
BIKE 300024,1
BIKE 39098,1
BIKE 20014,1
BIKE 23372,1
BIKE 23420,1
BIKE 300044,1
BIKE 23355,1
BIKE 300211,1
BIKE 300217,1
BIKE 39163,1
BIKE 300260,1
BIKE 23426,1
BIKE 20018,1
BIKE 300231,1
BIKE 20280,1
BIKE 39030,1
BIKE 300268,1
BIKE 23027,1
BIKE 39130,1
BIKE 23411,1
BIKE 39019,1
