station_name,available_bikes
virtuell - Neue Bahnhofstraße/Boxhagener Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Wismarplatz/Kinzigstraße,"[6, 6, 6, 6, 6, 6, 6, 6]"
virtuell - Niederbarminstraße/Simon-Dach-Straße,"[4, 5, 5, 5, 5, 5, 5, 5]"
virtuell - Forckenbeckplatz (Nordwest),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Proskauer Straße/Dolziger Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - James-Hobrecht-Straße/Samariterstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Elsenstraße/Harzer Straße,"[2, 2, 2, 2, 2, 2, 2, 3]"
virtuell - Bouchéstraße/Harzer Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Lohmühlenstraße/Heidelberger Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Lohmühlenstraße/Karl-Kunger-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Hermannstraße/Allerstraße,"[5, 5, 5, 4, 4, 4, 4, 4]"
virtuell – Morusstraße/Briesestraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Briesestraße/Bornsdorfer Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Bornsdorfer Straße/Saltykowstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Jonasstraße/Altenbraker Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Nogatstraße/Altenbraker Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Emser Straße/Ilsestraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Emser Straße/Kirchhofstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Thomasstraße/Rübelandstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell – Heinrichplatz (Nord),"[6, 5, 5, 5, 5, 5, 5, 5]"
virtuell – Heinrichplatz (Süd),"[0, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Adalbertstraße/Naunynstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell – Waldemarstraße/Manteuffelstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Muskauer Straße/Pücklerstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell – Lausitzer Platz (West),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell – Lausitzer Platz (Ost),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Lausitzer Platz (Nord),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Wassertorstraße,"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell – Wassertorstraße/Prinzenstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Ritterstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell – Ritterstraße/Segitzdamm (Nord),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Gitschiner Straße/Böcklerstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Böcklerpark,"[4, 4, 4, 4, 4, 4, 3, 2]"
virtuell – Fraenkelufer (West),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Fraenkelufer/Admiralbrücke,"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell – Skalitzer Straße/Erkelenzdamm,"[2, 2, 2, 2, 4, 4, 4, 4]"
virtuell – Karl-Marx-Straße/Reuterstraße (Nord),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell – Donaustraße/Pannierstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Donaustraße/Weichselstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell – Sonnenallee/Pannierstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell –Weichselstraße/Weserstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell –Weichselpark,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Hertzbergstraße/Böhmische Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Karl-Marx-Platz,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Ederstraße/Weserstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Treptower Straße/Weserstraße,"[0, 0, 0, 0, 0, 0, 1, 1]"
virtuell - Treptower Straße/Werrastraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Treptower Straße/Weigandufer,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Geygerstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Sonnenallee/Roseggerstraße,"[1, 1, 1, 1, 1, 0, 0, 0]"
virtuell - Treptower Straße/Wilhelm-Busch-Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Bartastraße/Mareschstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Braunschweiger Straße/Richardstraße,"[4, 4, 4, 4, 4, 4, 4, 4]"
virtuell - Wipperstraße/Schöneweider Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell -Richardstraße/Böhmische Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Braunschweiger Straße/Niemetzstraße,"[4, 4, 4, 4, 4, 4, 3, 3]"
virtuell - Böhmischer Platz (Süd),"[0, 0, 0, 0, 0, 0, 1, 1]"
virtuell - Böhmische Straße/Zwiestädter Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Hasenheide/Graefestraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Jahnstraße/Urbanstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Hasenheide/Jahnstraße,"[1, 1, 1, 2, 2, 2, 2, 2]"
BIKE 14189,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - M Warschauer Straße/Gubener Straße,"[2, 2, 2, 2, 3, 3, 3, 3]"
virtuell - TIER HQ (Eichhornstraße/Nord),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - TIER HQ (Schellingstraße),"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - EDEKA Moch (Voltairestraße),"[3, 3, 3, 4, 4, 4, 4, 3]"
virtuell - Jelbi S Buch/Moorwiese,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Jelbi Karower Chaussee,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Jelbi U Amrumer Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Jelbi Charité-Campus Virchow-Klinikum/Nordstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Jelbi Charité-Campus Virchow-Klinikum/Forum,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Jelbi Charité-Campus Virchow-Klinikum/Südstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell Jelbi-Punkt Machandelweg,"[3, 3, 3, 3, 3, 3, 3, 3]"
BIKE 13404,"[1, 1, 1, 1, 1, 1, 1, 1]"
BIKE 13616,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Tegelerstraße/Lynarstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Warschauer Straße (West),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Richardplatz,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Bundesallee (U Spichernstraße - West),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Jüterborger Straße/Friesenstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Gärtnerstraße/Simplonstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Wiener Straße (Spreewaldplatz),"[0, 0, 0, 0, 0, 0, 0, 1]"
virtuell - Reichenberger Straße/Glogauer Straße,"[2, 2, 2, 2, 2, 2, 1, 1]"
virtuell - Warschauer Straße (Südwest),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Wrangelstraße/Cuvrystraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Gubener Straße/Torellstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Herrmannstraße/Biebricher Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Hindemithplatz,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Hochschule für Wirtschaft und Recht (Badensche Straße),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Meraner Straße/Am Mühlenberg,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Bernburger Straße/Köthener Straße,"[4, 4, 4, 4, 4, 4, 4, 4]"
virtuell - Alexandrinenstraße/Oranienstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Danneckerstraße (Am Rudolfplatz),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Frankfurter Allee/Weichselstraße,"[0, 0, 1, 1, 1, 1, 1, 1]"
virtuell - Heckmannufer,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Oderstraße/Gürtelstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Erich-Kuttner-Straße/Arthur-Weisbrodt-Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Rummelsburger Straße/Kraetkestraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Auswärtiges Amt (Jägerstraße),"[4, 4, 4, 4, 4, 4, 4, 4]"
virtuell - Holocaust Mahnmal (Ebertstraße),"[7, 7, 7, 7, 7, 7, 7, 7]"
virtuell - Holocaust Mahnmal (Hannah-Arendt-Straße),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Karl-Liebknecht-Straße/Spandauer Straße,"[5, 5, 5, 5, 5, 5, 5, 5]"
virtuell - Karl-Liebknecht-Straße/Panoramastraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Koppenplatz/Linienstraße,"[1, 1, 1, 1, 1, 0, 0, 0]"
virtuell - Leopoldplatz (Maxstraße),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Linienstraße/Alte Schönhauser,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Schendelgasse/Alte Schönhauser,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Monbijoupark/Oranienburger Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - U Seestraße (Müllerstraße),"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - Oranienburger Straße/Auguststraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Reichstag (Scheidemannstraße),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - U Rosenthaler Platz (Torstraße),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Zeughaus (Am Festungsgraben),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - S+U Potsdamer Platz (Nord),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - S+U Potsdamer Platz (Süd),"[6, 5, 5, 5, 5, 5, 5, 5]"
virtuell - Karl-Marx-Straße/Anzengruberstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Alfred-Scholz Platz (Ganghoferstraße),"[4, 4, 4, 4, 4, 4, 4, 4]"
virtuell - Berthelsdorfer Straße/Kirchgasse,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Fuldastraße/Ossastraße,"[0, 0, 0, 1, 1, 1, 1, 1]"
virtuell - Hasenheide (Skatepark),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Hasenheide (Fontanestraße),"[2, 2, 2, 2, 2, 2, 2, 3]"
virtuell - Hermannstraße/Warthestraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Werbellinstraße/Morusstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Oderstraße/Emser Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Oderstraße/Okerstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Rübelandstraße/Schierker Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Sonnenallee/Baumschulenstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Treptower Straße/Harzer Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Warschauer Straße (Ost),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Warschauer Straße (Südost),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Pistoriusplatz/Max-Steinke-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Bötzowstraße/Pasteurstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Husemannstraße/Sredzkistraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Winsstraße/Jablonskistraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Raumerstraße/Göhrener Straße,"[3, 3, 3, 3, 3, 4, 4, 4]"
virtuell - Erich-Weinert-Straße/Gubitzstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Erich-Weinert-Straße/Hosemannstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Naugarder Straße/Erich-Weinert-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Heinrich-Roller-Straße/Greifswalder Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Heinrich-Roller-Straße/Prenzlauer Allee,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Kollwitzstraße/Sredzkistraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Knaackstraße/Sredzkistraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Kastanienallee (Prater Biergarten),"[1, 1, 0, 0, 0, 0, 0, 0]"
virtuell - Kollwitzplatz (Süd),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Kopenhagener Straße/Sonnenburger Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Langhansstraße/Friesickestraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Lottumstraße/Angemünder Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Malmöer Straße/Schivelbeiner Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Winsstraße/Immanuelkirchstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Winsstraße/Heinrich-Roller-Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Minna-Flake-Platz,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Neumannstraße/Vinetastraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Oderberger Straße (Hirschhof Spielplatz),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Ostseestraße/Hosemannstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Otto-Ostrowski-Straße/Agnes-Wabnitz-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Buchholzer Straße/Greifenhagener Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Gethsemannestraße/Stargarder Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Landsberger Allee/Fritz-Riedel-Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Prenzlauer Allee/Ostseestraße (Süd),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Richard-Ermisch-Straße/Zur Marktflagge,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - S Bornholmer Straße (Ost),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - S Storkower Straße (Süd),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - S Storkower Straße (Nord),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Schönfließer Straße/Bornholmer Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Seelower Straße/Bornholmer Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Schönhauser Allee/Kulturbrauerei,"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - Schwedter Straße/Gleimstraße,"[2, 2, 0, 0, 0, 0, 0, 0]"
virtuell - Senefelderstraße/Göhrener Straße ,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Senefelderstraße/Raumerstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Spiekermannstrase/Prenzlauer Promenade,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Spiekermannstrase/Neumannstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Thulestraße/Neumannstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Zum Langen Jammer/August-Lindemann-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Am Friedrichshain/Bötzowstraße,"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - Käthe-Niederkirchner-Straße/Bötzowstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Anton-Saefkow-Straße/Bötzowstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Anton-Saefkow-Straße/Greifswalder Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - S Prenzlauer Allee (Ahlbecker Straße),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Stargarder Straße/Dunckerstraße,"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - Paul-Heyse-Straße/Conrad-Blenkle-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Ebertstraße/Mühsamstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Walter-Friedländer-Straße/Thaerstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Dolziger Straße/Pettenkofer Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Musikschule Friedrichshain,"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - Fredersdorfer Straße/Marchlewskistraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Rüdersdorfer Straße (Wriezener Park),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Corinthstraße/Markgrafendamm,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Laskerstraße/Markgrafendamm,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Kleine Markusstraße/Kraustraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Weidenweg/Richard-Sorge-Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Gubener Straße/Wedekindstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Simplonstraße/Helmerdingstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Krossener Straße/Boxhagener Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Boxhagener Platz (Nordwest),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Weserstraße/Holteistraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Alt-Stralau/Palmkernzeile,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Alt-Stralau/Tunnelstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Alt-Stralau/Fischzug,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Alt-Stralau/Krachtstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Friedenstraße (Am Volkspark Friedrichshain),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Albertstraße/Feurigstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Albertstraße/Hauptstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - An der Apostelkirche/Else-Lasker-Schüler-Straße,"[3, 3, 3, 3, 4, 4, 4, 4]"
virtuell - An der Urania/Kleiststraße,"[1, 1, 2, 2, 2, 2, 2, 2]"
virtuell - Barbarossaplatz (Barbarossastraße),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Belzigerstraße/Merseburger Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Boelckestraße/Hoeppnerstraße,"[5, 5, 5, 5, 5, 5, 5, 5]"
virtuell - Columbiahalle,"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - Crellestraße/Neue Kulmer Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Dennewitzplatz (Bülowstraße),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Dudenstraße/Loewenhardtdamm,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Gothaer Straße/Wartburgstraße,"[4, 4, 4, 4, 4, 4, 4, 4]"
virtuell - Kaiser-Wilhelm-Platz (Crellestraße),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Luitpoldstraße/Eisenacher Straße ,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Winterfeldtstraße/Eisenacher Straße ,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Martin-Luther-Straße/Lietzenburger Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Waghäuseler Straße/Babelsberger Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Pallasstraße (West),"[5, 5, 5, 5, 5, 5, 5, 4]"
virtuell - Pallasstraße (Ost),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - S Bundesplatz (Süd),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - S Julius-Leber-Brücke (Ost),"[3, 3, 3, 3, 3, 3, 3, 3]"
virtuell - S+U Tempelhof (Südost),"[1, 1, 1, 1, 0, 0, 0, 0]"
virtuell - S+U Tempelhof (Südwest),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - S+U Yorckstraße (Süd),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Stadtbad Schöneberg,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Tauentzienstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Tempelhoferdamm/Thuyring,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - U Bayerischer Platz (Südwest),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - U Kleistpark (West),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Weslerstraße/Geisbergstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Winterfeldtplatz (Gleditschstraße),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Wittenbergplatz (Goltzstraße),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Hauptstraße/Vorbergstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
LaGeSo,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Torellstraße/Marchlewskistraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Pillauer Straße/Marchlewskistraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Hedwig-Wachenheim-Straße/Wanda-Kallenbach-Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Simplonstraße/Lenbachstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
BIKE 13483,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - TIER HQ (Eichhornstraße/Linkstraße),"[5, 5, 5, 5, 5, 5, 5, 5]"
virtuell - TIER HQ (Eichhornstraße/Rudolf-von-Gneist-Gasse),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - TIER HQ (Eichhornstraße/Nordwest),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - TIER HQ (Eichhornstraße/Schellingstraße),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - TIER HQ (Eichhornstraße Nordost),"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Pekingerplatz (Torfstraße),"[2, 2, 2, 2, 2, 2, 2, 1]"
virtuell - Arminiusmarkthalle (Markthalle Moabit),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Magdeburger Platz,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Feldstraße/Gartenstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Grüntaler Straße (Osloer Straße),"[0, 0, 0, 0, 0, 0, 0, 1]"
virtuell - Eulerstraße/Klever Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Reinickendorfer Straße/Schönwalder Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Kolberger Straße/Gerichtsstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Claire-Waldoff-Promenade/Seydlitzstraße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Liebenwalder Straße/Hochstädter Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Seestraße/Afrikanische Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Donaustraße/Schönstedtstraße,"[2, 2, 2, 2, 2, 1, 1, 1]"
virtuell - Weimaer Straße/Goethestraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Bergheimer Platz,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Hohenzollerndamm/Landecker Straße,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Joseph-Joachim-Platz,"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Martin-Luther-Krankenhaus,"[4, 4, 4, 4, 4, 4, 4, 4]"
virtuell - Charlottenstraße/Behrenstraße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Leipziger Straße/Jerusalemer Straße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Bietzkestraße/Eggersdorfer Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Ebertstraße/Straße des 17. Juni (Nord),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Ebertstraße/Straße des 17. Juni (Süd),"[7, 7, 7, 7, 7, 7, 7, 7]"
virtuell - Engeldamm/Köpenicker Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Neue Grünstraße/Elisabeth-Mara-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Pohlstraße/Flottwellstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Reichstagsufer/Paul-Löbe-Allee,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Schiffbauerdamm,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - U Birkenstraße (Südwest),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - U Birkenstraße (Nord),"[1, 1, 1, 1, 1, 1, 1, 1]"
virtuell - Attilaplatz,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Unter den Linden (HU Berlin),"[2, 2, 1, 1, 1, 1, 1, 1]"
virtuell - Germaniastraße/Ringbahnstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Grazer Damm/Peter-Vischer-Straße,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Knausstraße (Knausplatz),"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Mainauer Straße/Südwestkorso,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Prellerweg/Munsterdamm,"[0, 0, 0, 0, 0, 0, 0, 0]"
virtuell - Rathausstraße/Kaiserstraße,"[2, 2, 2, 2, 2, 2, 2, 2]"
virtuell - Schöneberger Straße/Ringbahnstraße,"[3, 3, 3, 3, 3, 3, 3, 3]"
