datetime,station_name,bikes_available,lon,lat
2023-01-01 00:00:00,Berliner Platz,8,51.458744,7.004194
2023-01-01 00:30:00,Berliner Platz,8,51.458744,7.004194
2023-01-01 01:00:00,Berliner Platz,8,51.458744,7.004194
2023-01-01 01:30:00,Berliner Platz,8,51.458744,7.004194
2023-01-01 02:00:00,Berliner Platz,8,51.458744,7.004194
2023-01-01 02:30:00,Berliner Platz,8,51.458744,7.004194
2023-01-01 03:00:00,Berliner Platz,8,51.458744,7.004194
2023-01-01 03:30:00,Berliner Platz,8,51.458744,7.004194
